2014015,7,4,2
2014014,9,4,5
2014013,6,1,3
2014012,3,6,8
2014011,3,1,9
2014010,6,4,5
2014009,4,3,2
2014008,5,9,0
2014007,2,8,3
2014006,9,9,2
2014005,7,5,5
2014004,9,5,5
2014003,6,4,3
2014002,6,3,4
2014001,6,8,7
2013358,9,6,8
2013357,3,2,0
2013356,1,6,4
2013355,2,9,3
2013354,0,2,4
2013353,1,8,5
2013352,1,7,6
2013351,7,2,6
2013350,3,2,2
2013349,5,2,4
2013348,5,7,4
2013347,5,5,4
2013346,0,1,9
2013345,0,7,2
2013344,1,4,9
2013343,7,7,6
2013342,8,9,9
2013341,9,8,0
2013340,8,0,5
2013339,8,6,7
2013338,5,1,7
2013337,0,3,0
2013336,4,2,3
2013335,0,0,8
2013334,6,8,0
2013333,7,8,9
2013332,4,2,3
2013331,2,2,4
2013330,0,0,4
2013329,5,2,9
2013328,9,5,7
2013327,4,0,5
2013326,2,3,3
2013325,8,6,3
2013324,1,6,7
2013323,1,1,4
2013322,6,4,8
2013321,9,8,7
2013320,5,7,3
2013319,4,6,0
2013318,2,4,4
2013317,1,9,7
2013316,0,8,8
2013315,8,9,9
2013314,7,1,1
2013313,8,9,8
2013312,7,8,4
2013311,3,5,8
2013310,2,7,1
2013309,9,8,2
2013308,3,7,8
2013307,6,9,4
2013306,2,9,1
2013305,8,6,0
2013304,2,1,2
2013303,2,8,9
2013302,8,8,2
2013301,7,7,6
2013300,3,8,3
2013299,2,0,7
2013298,7,3,2
2013297,8,0,3
2013296,9,4,3
2013295,3,4,2
2013294,1,9,8
2013293,9,5,6
2013292,0,9,3
2013291,6,6,7
2013290,3,2,3
2013289,7,4,0
2013288,7,4,8
2013287,2,0,0
2013286,1,9,2
2013285,1,6,5
2013284,1,6,9
2013283,5,4,7
2013282,8,4,6
2013281,0,0,5
2013280,1,9,4
2013279,4,0,9
2013278,1,3,4
2013277,3,9,3
2013276,9,5,4
2013275,2,5,0
2013274,6,0,0
2013273,5,6,8
2013272,3,0,9
2013271,3,8,5
2013270,2,9,5
2013269,1,6,6
2013268,4,1,4
2013267,0,5,1
2013266,5,5,2
2013265,3,7,3
2013264,7,4,8
2013263,6,8,1
2013262,6,4,3
2013261,2,2,7
2013260,6,2,6
2013259,4,1,3
2013258,0,5,5
2013257,3,9,8
2013256,5,9,8
2013255,2,9,5
2013254,9,5,6
2013253,6,8,3
2013252,5,7,3
2013251,7,5,3
2013250,9,0,4
2013249,3,0,7
2013248,1,1,5
2013247,5,5,9
2013246,9,0,6
2013245,7,4,2
2013244,3,9,3
2013243,3,6,1
2013242,5,2,8
2013241,7,1,8
2013240,5,6,9
2013239,0,9,1
2013238,1,1,7
2013237,8,7,4
2013236,7,1,4
2013235,6,2,5
2013234,8,4,6
2013233,3,6,7
2013232,4,4,1
2013231,4,6,8
2013230,9,6,2
2013229,0,0,3
2013228,4,1,0
2013227,4,2,7
2013226,5,5,0
2013225,8,8,4
2013224,5,7,9
2013223,8,1,1
2013222,2,6,0
2013221,9,9,9
2013220,6,3,0
2013219,2,3,2
2013218,1,1,2
2013217,9,6,5
2013216,3,8,3
2013215,1,5,7
2013214,8,2,6
2013213,6,6,0
2013212,0,8,2
2013211,7,4,9
2013210,1,3,9
2013209,9,2,8
2013208,0,4,4
2013207,4,7,3
2013206,4,9,3
2013205,7,9,8
2013204,5,0,6
2013203,3,0,0
2013202,6,0,3
2013201,4,9,8
2013200,5,7,3
2013199,8,1,4
2013198,5,6,6
2013197,1,1,5
2013196,1,0,0
2013195,3,9,8
2013194,8,0,6
2013193,4,9,3
2013192,1,7,0
2013191,3,1,5
2013190,7,1,9
2013189,0,2,6
2013188,0,2,0
2013187,1,8,8
2013186,1,7,0
2013185,9,1,6
2013184,4,8,7
2013183,6,9,3
2013182,9,4,4
2013181,2,4,8
2013180,6,4,2
2013179,3,6,8
2013178,9,2,7
2013177,1,6,9
2013176,3,0,7
2013175,1,8,5
2013174,7,1,4
2013173,5,0,6
2013172,4,0,6
2013171,8,9,0
2013170,1,2,8
2013169,3,4,4
2013167,2,4,2
2013166,0,4,2
2013165,3,0,0
2013164,7,3,2
2013163,1,0,4
2013162,2,9,2
2013161,5,3,7
2013160,2,1,0
2013159,0,9,8
2013158,6,1,3
2013157,3,8,3
2013156,7,7,5
2013155,2,9,6
2013154,3,4,9
2013153,2,8,8
2013152,1,4,9
2013151,9,4,3
2013150,7,3,6
2013149,4,5,2
2013148,8,2,5
2013147,8,4,3
2013146,4,6,4
2013145,3,8,9
2013144,8,9,0
2013143,0,6,0
2013142,9,3,0
2013141,7,8,2
2013140,5,9,2
2013139,9,0,7
2013138,5,7,9
2013137,6,2,7
2013136,2,3,1
2013135,8,5,0
2013134,2,2,8
2013133,3,2,9
2013132,1,5,5
2013131,7,9,8
2013130,9,9,1
2013128,8,4,9
2013127,6,6,7
2013126,4,1,0
2013125,5,1,0
2013124,9,6,3
2013122,4,6,5
2013121,0,7,3
2013119,4,5,1
2013113,8,3,6
2013112,9,9,6
2013111,4,6,6
2013107,9,8,5
2013105,4,8,4
2013104,0,1,4
2013102,5,3,6
2013098,7,5,9
2013096,0,3,9
2013092,6,3,2
2013091,1,3,7
2013089,1,9,2
2013084,7,2,1
2013082,2,4,9
2013081,8,5,7
2013080,4,6,6
2013078,0,3,2
2013077,1,8,4
2013076,1,7,4
2013075,6,1,7
2013074,2,8,8
2013072,8,3,1
2013068,7,7,0
2013067,8,3,2
2013065,3,2,8
2013061,6,7,5
2013060,5,4,9
2013058,0,8,2
2013056,1,3,9
2013055,4,5,6
2013054,4,9,7
2013052,5,5,6
2013050,5,5,6
2013045,0,3,9
2013044,3,1,8
2013042,4,9,6
2013041,8,5,1
2013039,6,3,9
2013038,6,4,0
2013037,3,6,4
2013036,6,5,8
2013033,2,7,7
2013030,7,3,2
2013027,3,0,8
2013026,8,5,7
2013022,2,5,0
2013020,9,2,9
2013018,3,4,7
2013017,3,8,0
2013016,0,3,8
2013015,2,2,8
2013014,4,1,7
2013013,9,2,2
2013012,6,8,8
2013011,2,0,9
2013010,6,3,2
2013008,5,5,6
2013006,4,5,7
2013002,6,7,0
2012001,2,0,3
